Juan Manuel Focil Pérez,http://curul501.org/congresistas/680,prd
Antonio García Conejo,http://curul501.org/congresistas/681,prd
Marcelo Garza Ruvalcaba,http://curul501.org/congresistas/684,prd
Gerardo Gaudiano Rovirosa,http://curul501.org/congresistas/685,prd
Rodrigo González Barrios,http://curul501.org/congresistas/686,prd
Víctor Manuel Bautista López,http://curul501.org/congresistas/656,prd
Uriel Flores Aguayo,http://curul501.org/congresistas/678,prd
Verónica García Reyes,http://curul501.org/congresistas/683,prd
Fernando Belaunzarán Méndez,http://curul501.org/congresistas/657,prd
Alejandro Carbajal González,http://curul501.org/congresistas/663,prd
Fernando Cuellar Reyes,http://curul501.org/congresistas/671,prd
Amalia Dolores García Medina,http://curul501.org/congresistas/682,prd
Silvano Blanco de Aquino,http://curul501.org/congresistas/658,prd
Valentín González Bautista,http://curul501.org/congresistas/687,prd
Delfina Elizabeth Guzmán Díaz,http://curul501.org/congresistas/689,prd
Jhonatan Jardines Fraire,http://curul501.org/congresistas/690,prd
Verónica Beatriz Juárez Piña,http://curul501.org/congresistas/692,prd
José Antonio León Mendívil,http://curul501.org/congresistas/693,prd
Roberto López González,http://curul501.org/congresistas/694,prd
Roxana Luna Porquillo,http://curul501.org/congresistas/697,prd
Víctor Manuel Manríquez González,http://curul501.org/congresistas/699,prd
Angélica Rocío Melchor Vásquez,http://curul501.org/congresistas/703,prd
Lorena Méndez Denis,http://curul501.org/congresistas/704,prd
Mario Rafael Méndez Martínez,http://curul501.org/congresistas/705,prd
María del Rosario Merlín García,http://curul501.org/congresistas/706,prd
Martha Lucía Mícher Camarena,http://curul501.org/congresistas/707,prd
María Guadalupe Moctezuma Oviedo,http://curul501.org/congresistas/708,prd
Ramón Montalvo Hernández,http://curul501.org/congresistas/710,prd
Carlos Augusto Morales López,http://curul501.org/congresistas/711,prd
Trinidad Secundino Morales Vargas,http://curul501.org/congresistas/712,prd
Gisela Raquel Mota Ocampo,http://curul501.org/congresistas/715,prd
José Luis Muñoz Soria,http://curul501.org/congresistas/716,prd
Víctor Reymundo Nájera Medina,http://curul501.org/congresistas/717,prd
Pedro Porras Pérez,http://curul501.org/congresistas/720,prd
Vicario Portillo Martínez,http://curul501.org/congresistas/721,prd
Domitilo Posadas Hernández,http://curul501.org/congresistas/722,prd
Roberto López Suárez,http://curul501.org/congresistas/696,prd
Julisa Mejía Guardado,http://curul501.org/congresistas/702,prd
Teresa de Jesús Mojica Morga,http://curul501.org/congresistas/709,prd
Marcos Rosendo Medina Filigrana,http://curul501.org/congresistas/701,prd
Yesenia Nolasco Ramírez,http://curul501.org/congresistas/719,prd
Israel Moreno Rivera,http://curul501.org/congresistas/713,prd
Hugo Jarquín ,http://curul501.org/congresistas/691,prd
Julio César Moreno Rivera,http://curul501.org/congresistas/714,prd
Alfa Eliana González Magallanes,http://curul501.org/congresistas/688,prd
